digestate residues
digestate sludge
digestate slurry
digestate wastewater
digestor sludge
distillation effluents
distillation residues
distillation waste
distillery effluent
distillery residues
distillery sludge
distillery waste
distillery wastewater
domestic garbage
domestic sewage
domestic waste
domestic wastewater
dry cornstalk
dry leaves
duck manure
dung
dung bedding
dung poultry
dung slurry
eco-friendly manure
effluent
effluent sludge
effluent slurry
eggshell waste
elephant dung
emblica residues
faecal sludge
faecal slurry
faeces
farm manure
farm residues
farm waste
farm-derived waste
farmyard manure
feces
feedlot manure
fermentation byproduct
fermentation by-products
fermentation effluent
fermentation residue
fermentation waste
fermentation wastewater
fiber waste
fibrous residue
fine-crush straw
fish waste
floral wastes
flotation sludge
food by-products
food residuals
food waste-to-biogas
food-based digestate
food-waste
forest debris
forest residues
forestry residue
forestry waste
fowl manure
fromswine manure
fruit peel
fruit pomace
fruit residues
fruit waste
garbage classification
garden waste
gin waste
glutamate wastewater
goat dung
goat manure
granular sludge
grass straw
grass-swine manure
green manure
green waste
greenhouse wastes
harvest residue
hazelnut husk
hazelnut shell
hen manure
herb residue
herb-extraction residues
high-ash sewage
horse dung
horse manure
horticultural waste
household garbage
household waste
human excreta
human faeces
human urine
human waste
husbandry waste
husk ash
husk biochar
husk fiber
husks
hyacinth hydrolysate
hydrolytic garbage
juice by-products
juice waste
khat waste
kitchen waste
kitchen wastewater
lantana residue
latex effluent
latex residue
layer manure
laying-hen manure
leaf litter
leaf manure
leaf residues
leaf waste
leaflet residues
leftover wastes
legume residue
leguminous residues
lignin wastes
ligno-cellulose waste
lignocellulose-derived by-products
lignocellulosic biomass
lignocellulosic byproducts
lignocellulosic digestates
lignocellulosic residue
lime waste
lipid-rich biomass
lipid-rich wastewater
liquefaction wastewater
liquid digestate
liquid manure
liquid wastes
liquor-industry waste
litter
litter waste
livestock dungs
livestock faeces
livestock manure
livestock waste
livestock wastewater
low-organic-content sludge
macroalgal biomass
macrocystis pyrifera
maize biomass
maize bran
maize husk
maize residue
maize stalks
maize straw
maize wastes
maize-derived biochar
mango bagasse
mango peel
manure
manure biowaste
manure digestate
manure litter
manure mix
manure mixture
manure slurry
manure tea
manure waste
manure wheat
manure-paper
manure-paper mixture
manure-straw
manure-straw mixtures
market waste
meal biomass
meal-biochar
meat waste
mezcal vinasses
microalgae-based sewage
milk sludge
mill by-products
mill effluent
mill residues
mill sludge
mill waste
mill wastewater
milled bagasse
millet biomass
millet leaves
millet stover
millet straw
millipede manure
mint residue
mix dung
mixed sludge
mixed-origin wastewater
molasses
mungbean residue
municipal biomass
municipal biowaste
municipal organic-waste
municipal sewage
municipal sludge
municipal waste
municipal wastewater
mushroom residue
mushroom wastes
mustard residue
mustard straw
neem leaves
nitrate sewage
nitrogen wastewater
nitrogen-doped sewage
nut residue
nut shell
oat hay
oat straw
ofmsw
oil by-products
oil meal-biochar
oil sludge
oil wastes
oil-mill sludge
oilseed residue
oily waste
okra waste
olive cake
olive husk
olive pomace
olive-mill pomace
olive-mill residues
olive-mill waste
on-farm wastes
onion waste
on-situ sewage
orange peel
orange waste
orchard residue
organic amendment
organic bio-fertilizer
organic biomass
organic by-products
organic garbage
organic manure
organic residue
organic sludge
organic wastewater
organic-waste
oven wastewater
ovine manure
paddy-straw
palm by-products
palm fibre
palm rachis
palm residue
palm waste
paper effluent
paper sludge
paper waste
paper wastewater
paper-mill sludge
peanut by-products
peanut residues
peanut shell
pear waste
pectin-rich waste
peel
peel biowaste
peel residue
peel waste
phumdi biomass
pig carcass
pig dung
pig excreta
pig litter
pig sludge
pig slurry
pig waste
piggery digestate
piggery dung
piggery manure
piglet carcases
pig-manure
pig-manure sawdust
pigweed
pine sawdust
pineapple by-product
pineapple leaf
pineapple peel
pineapple residue
pineapple waste
pistachio by-product
pistachio residues
pistachio waste
plant biomass
plant by-products
plant litter
plant residue
plant wastes
plant wastes-greenhouse
plantation residues
pod waste
pomace
pomegranate by-products
pomegranate wastes
pomelo peel
pond manure
poplar sawdust
populnea wastes
potato peel
potato residues
potato waste
poultry by-product
poultry carcass
poultry excreta
poultry feces
poultry litter
poultry manure
poultry waste
powder waste
powder-chicken manure
press cake
press-mud
pre-treated bagasse
pre-treated biomass
pretreated digestate
pretreated lignocellulose
pretreated waste
primary sludge
primary-treated sludge
pulp
pulp waste
pulp wastewater
pumpkin by-products
pure sludge
pyrolyzed agrowastes
rabbit manure
recycled digestate
refuse sludge
residual manure
residue cornstalk
residue mixtures
residue wastes
rice bran
rice by-products
rice chaff
rice hull
rice husk
rice residue
rice waste
rice-straw
root biomass
root waste
rubber leaf
rural wastes
rural wastewater
saffron residue
saline waste
sawdust
sawdust litter
seafood waste
seaweed biomass
seaweed residues
seaweed waste
secondary sludge
seed hull
seed husks
seed residue
self-flocculated sludge
sewage
sewage biosolid
sewage effluent
sewage sludge
sewage wastewater
sheep dung
sheep manure
shell biomass
shell waste
shrimp by-products
shrimp shell
shrimp sludge
slaughterhouse biomass
slaughterhouse by-products
slaughterhouse residues
slaughterhouse sludge
slaughterhouse waste
slaughterhouse wastewater
sludge
sludge biomass
sludge mixture
sludge-green waste
slurries
solid by-products
solid digestate
solid manure
solid residue
solid waste
sorghum bagasse
sorghum husk
sorghum stalks
sorghum stover
sorghum straw
soy by-products
soybean by-products
soybean hull
soybean molasses
soybean residue
soybean straw
soybean waste
spent-slurry
spent-wash
stalk residue
starch residue
starch wastewater
starchy waste
steam-exploded biomass
steam-exploded sugarcane
straw
straw biomass
straw hydrolysate
straw residue
straw substrates
straw waste
straw-dung mixture
straw-to-manure
sugarbeet residues
sugarcane biomass
sugarcane leaf
sugarcane molasses
sugarcane press-mud
sugarcane residue
sugarcane scum
sugarcane straw
sugarcane trash
sugarcane vinasse
sugarcane-bagasse
sunflower agro-residues
sunflower cake
sunflower hulls
sunflower residues
sunflower stalks
sustainable agriwaste
sustainable waste
swine digestate
swine feces
swine sludge
swine slurry
swine waste
swine wastewater
swine-manure
tank sludge
tannery effluent
tannery sludge
tannery waste
tea residue
tea waste
tequila vinasse
tequilana bagasse
thermochemical digestate
tobacco waste
tofu wastewater
tomato residues
tomato waste
tree leaf
tree residues
tropical sludges
tropical wastes
turkey litter
typical bio-wastes
untreated leaf
untreated waste
unused biomass
urban garbage
urban sludge
urban waste
urban wastewater
urine
vegetable by-products
vegetable peels
vegetable residue
vegetable waste
vetch residues
vinasse
vinegar residue
viticulture waste
walnut shells
wash sludge
waste
waste by-product
waste cocoa
waste digestate
waste effluents
waste leachate
waste paddy
waste seeds
waste sludge
waste sweetpotato
waste vermicompost
waste wood
waste-activated sludge
waste-biosolids
waste-derived animal
wastepaper
waste-rice
waste-rice husk
waste-water
wastewater biomass
wastewater biosolids
wastewater effluent
wastewater sludge
wastewater-leachate
water biosolids
water waste
weed
weed residues
wheat bran
wheat husk
wheat residue
wheat straw
whey wastewater
wine by-products
wine wastes
winery waste
wood sawdust
woodchips
wood-vinegar wastewater
woody biomass
woody peat
worm manure
yam by-product
yard leaf
yard manure
yard waste
yard waste-biosolids
yeast waste
